,event_date,event_type,country,admin1,actor1,actor2,assoc_actor_1,assoc_actor_2
119957,09 July 2020,Battles,Mali,Gao,Islamic State (Greater Sahara),JNIM: Group for Support of Islam and Muslims,,
119983,09 July 2020,Violence against civilians,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,HCUA: High Council for the Unity of Azawad
120328,09 July 2020,Protests,Mali,Bamako,Protesters (Mali),,Teachers (Mali),
120334,09 July 2020,Battles,Mali,Mopti,Dogon Ethnic Militia (Mali),Dozo Communal Militia (Mali),Farmers (Mali),
120968,08 July 2020,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,,,
120988,08 July 2020,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Kembedi Communal Militia (Mali),,
121288,07 July 2020,Violence against civilians,Mali,Gao,Islamic State (Greater Sahara),Civilians (Mali),,Muslim Group (Mali)
121523,07 July 2020,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
121528,07 July 2020,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,Labour Group (Mali)
121549,07 July 2020,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,Labour Group (Mali)
121601,07 July 2020,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Miners (Mali)
122199,06 July 2020,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Aid Workers (Mali)
122202,06 July 2020,Violence against civilians,Mali,Mopti,Dogon Ethnic Militia (Mali),Civilians (Mali),Farmers (Mali),Dogon Ethnic Group (Mali); Farmers (Mali)
122203,06 July 2020,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
122205,06 July 2020,Violence against civilians,Mali,Mopti,Dogon Ethnic Militia (Mali),Civilians (Mali),Farmers (Mali),Dogon Ethnic Group (Mali); Farmers (Mali)
122333,05 July 2020,Violence against civilians,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,Health Workers (Mali)
122334,05 July 2020,Strategic developments,Mali,Mopti,Military Forces of Mali (2013-2020),Civilians (Mali),Dogon Ethnic Militia (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali)
122611,05 July 2020,Battles,Mali,Mopti,Dan Na Ambassagou,Dogon Ethnic Militia (Mali),,Farmers (Mali)
122641,05 July 2020,Violence against civilians,Mali,Gao,Islamic State (Greater Sahara),Civilians (Mali),,Tuareg Ethnic Group (Mali)
122644,05 July 2020,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,
122645,05 July 2020,Violence against civilians,Mali,Gao,Islamic State (Greater Sahara),Civilians (Mali),,Civilians (Togo); Labour Group (Mali); Labour Group (Togo)
122649,05 July 2020,Battles,Mali,Mopti,Dogon Ethnic Militia (Mali),Fulani Ethnic Militia (Mali),Dan Na Ambassagou; Farmers (Mali),Pastoralists (Mali)
123178,04 July 2020,Violence against civilians,Mali,Mopti,Dogon Ethnic Militia (Mali),Civilians (Mali),,Dogon Ethnic Group (Mali); Farmers (Mali)
123220,04 July 2020,Violence against civilians,Mali,Tombouctou,Unidentified Armed Group (Mali),Civilians (Mali),,Labour Group (Mali)
123502,03 July 2020,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Batourou Communal Militia (Mali),,
124108,02 July 2020,Protests,Mali,Tombouctou,Protesters (Mali),,,
124422,02 July 2020,Strategic developments,Mali,Gao,Unidentified Armed Group (Mali),MSA: Movement for Azawad Salvation,,
124437,02 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
124460,02 July 2020,Protests,Mali,Bamako,Protesters (Mali),,URD: Union for the Republic and Democracy,
124469,02 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
124478,02 July 2020,Violence against civilians,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,Labour Group (Mali)
124863,01 July 2020,Violence against civilians,Mali,Gao,Islamic State (Greater Sahara),Civilians (Mali),,Dawsahak Ethnic Group (Mali)
125070,01 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dogon Ethnic Militia (Mali),,
125071,01 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dogon Ethnic Militia (Mali),,
125073,01 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dogon Ethnic Militia (Mali),,
125083,01 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dogon Ethnic Militia (Mali),,
125085,01 July 2020,Strategic developments,Mali,Gao,Islamic State (Greater Sahara),Civilians (Mali),,
125088,01 July 2020,Strategic developments,Mali,Gao,Islamic State (Greater Sahara),Civilians (Mali),,Dawsahak Ethnic Group (Mali)
125232,01 July 2020,Strategic developments,Mali,Gao,Military Forces of Mali (2013-2020),GATIA: Imghad Tuareg and Allies Self-Defense Group,,
125354,30 June 2020,Strategic developments,Mali,Sikasso,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020),,
125715,30 June 2020,Violence against civilians,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,
125834,30 June 2020,Strategic developments,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,
125860,30 June 2020,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Dogon Ethnic Militia (Mali),,
126077,29 June 2020,Battles,Mali,Gao,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020),,
126307,29 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
126517,29 June 2020,Riots,Mali,Tombouctou,Rioters (Mali),Unidentified Armed Group (Mali),Vigilante Group (Mali),
126555,29 June 2020,Protests,Mali,Gao,Protesters (Mali),,,
126567,29 June 2020,Protests,Mali,Kayes,Protesters (Mali),,,
126575,29 June 2020,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Islamic State (Greater Sahara),,
126605,29 June 2020,Strategic developments,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,
127096,28 June 2020,Strategic developments,Mali,Mopti,Dan Na Ambassagou,,,
127104,28 June 2020,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,
127122,28 June 2020,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Labour Group (Mali)
127756,27 June 2020,Battles,Mali,Mopti,Dan Na Ambassagou,Dogon Ethnic Militia (Mali),,
127955,26 June 2020,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
128201,26 June 2020,Violence against civilians,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,
128442,26 June 2020,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
128951,25 June 2020,Protests,Mali,Tombouctou,Protesters (Mali),,,
129131,25 June 2020,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Civilians (Mali),,Dogon Ethnic Group (Mali)
129459,24 June 2020,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
129483,24 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali)
129487,24 June 2020,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Koira Beri Communal Militia (Mali),,
129517,24 June 2020,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Labour Group (Mali)
129623,24 June 2020,Strategic developments,Mali,Mopti,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Civilians (Mali),,Aid Workers (Mali); UN: United Nations
130071,23 June 2020,Strategic developments,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,,,
130123,23 June 2020,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,Labour Group (Mali)
130210,23 June 2020,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Goundaka Communal Militia (Mali),,
130851,22 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Pastoralists (Mali),
130879,22 June 2020,Strategic developments,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
130934,22 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali); Pastoralists (Mali)
130951,22 June 2020,Battles,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
130966,22 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali); Pastoralists (Mali)
131091,22 June 2020,Battles,Mali,Mopti,Military Forces of Mali (2013-2020),Fulani Ethnic Militia (Mali),,Pastoralists (Mali)
131377,21 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali); Women (Mali)
131381,21 June 2020,Strategic developments,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,
131413,21 June 2020,Violence against civilians,Mali,Gao,Islamic State (Greater Sahara),Civilians (Mali),,Labour Group (Mali)
131421,21 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Pastoralists (Mali),
131667,20 June 2020,Violence against civilians,Mali,Segou,Military Forces of Mali (2013-2020),Civilians (Mali),,
131944,20 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Pastoralists (Mali),
131950,20 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
131953,20 June 2020,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,
131992,20 June 2020,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,MSF: Doctors Without Borders; Aid Workers (Mali)
132046,20 June 2020,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
132085,20 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Labour Group (Mali)
132496,19 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Pastoralists (Mali),
132603,19 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali); Farmers (Mali)
132859,19 June 2020,Protests,Mali,Kayes,Protesters (Mali),,,
132900,19 June 2020,Protests,Mali,Bamako,Protesters (Mali),Police Forces of Mali (2013-2020),Muslim Group (Mali); URD: Union for the Republic and Democracy; M5-RFP: Movement of June 5 - Rally of Patriotic Forces,
133275,18 June 2020,Battles,Mali,Mopti,Dan Na Ambassagou,Dogon Ethnic Militia (Mali),,
133301,18 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali)
133487,18 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali)
134366,17 June 2020,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020),,
134870,16 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali)
135064,16 June 2020,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Aid Workers (Mali); Labour Group (Mali)
135164,16 June 2020,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
135585,15 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
136051,14 June 2020,Battles,Mali,Segou,Katiba Macina,Military Forces of Mali (2013-2020),JNIM: Group for Support of Islam and Muslims,
136150,14 June 2020,Battles,Mali,Segou,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020),,
136236,14 June 2020,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Dawsahak Ethnic Group (Mali); Women (Mali)
136386,14 June 2020,Battles,Mali,Mopti,Dan Na Ambassagou,Somadougou Communal Militia (Mali),,
136682,13 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali); Farmers (Mali)
136763,13 June 2020,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
136842,13 June 2020,Battles,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
137097,13 June 2020,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
137100,13 June 2020,Battles,Mali,Tombouctou,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Military Forces of Mali (2013-2020),
137675,12 June 2020,Strategic developments,Mali,Mopti,Dan Na Ambassagou,Civilians (Mali),,Dogon Ethnic Group (Mali); Farmers (Mali)
138052,11 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dan Na Ambassagou,Pastoralists (Mali),
138144,11 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali); Farmers (Mali)
138217,11 June 2020,Strategic developments,Mali,Kidal,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,
138237,11 June 2020,Violence against civilians,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,Aid Workers (Mali)
138331,11 June 2020,Violence against civilians,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,Dogon Ethnic Group (Mali); Farmers (Mali)
138969,10 June 2020,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,Dogon Ethnic Group (Mali); Farmers (Mali)
139223,09 June 2020,Battles,Mali,Mopti,Katiba Macina,Military Forces of Mali (2013-2020),JNIM: Group for Support of Islam and Muslims,
139431,09 June 2020,Violence against civilians,Mali,Koulikoro,Unidentified Communal Militia (Mali),Civilians (Mali),,Labour Group (Mali)
139483,09 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
139494,09 June 2020,Violence against civilians,Mali,Mopti,Fulani Ethnic Militia (Mali),Civilians (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali); Farmers (Mali)
139560,09 June 2020,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,,,
139959,08 June 2020,Violence against civilians,Mali,Mopti,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Civilians (Mali),,Police Forces of Mali (2013-2020)
139965,08 June 2020,Strategic developments,Mali,Gao,Military Forces of Mali (2013-2020),JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,
140067,08 June 2020,Battles,Mali,Mopti,Katiba Macina,Dan Na Ambassagou,JNIM: Group for Support of Islam and Muslims; Fulani Ethnic Group (Mali),
140095,08 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
140220,08 June 2020,Violence against civilians,Mali,Menaka,Unidentified Armed Group (Mali),Civilians (Mali),,Pastoralists (Mali)
140268,08 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
140496,08 June 2020,Violence against civilians,Mali,Mopti,Katiba Macina,Civilians (Mali),JNIM: Group for Support of Islam and Muslims,Aid Workers (Mali); Labour Group (Mali); Government of Mali (2013-2020)
140796,07 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
140823,07 June 2020,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,
140826,07 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
140866,07 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
141358,06 June 2020,Strategic developments,Mali,Gao,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,
141439,06 June 2020,Violence against civilians,Mali,Mopti,Dan Na Ambassagou,Civilians (Mali),,Fulani Ethnic Group (Mali); Pastoralists (Mali)
141500,06 June 2020,Battles,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
141814,06 June 2020,Violence against civilians,Mali,Segou,Military Forces of Mali (2013-2020),Civilians (Mali),,Fulani Ethnic Group (Mali); Pastoralists (Mali)
141824,06 June 2020,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
141990,05 June 2020,Battles,Mali,Kidal,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
141995,05 June 2020,Protests,Mali,Bamako,Protesters (Mali),,,
142146,05 June 2020,Strategic developments,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,Teachers (Mali)
142153,05 June 2020,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Doro Communal Group (Mali)
142469,05 June 2020,Riots,Mali,Bamako,Rioters (Mali),Police Forces of Mali (2013-2020) Prison Guards,Prisoners (Mali),
142471,05 June 2020,Riots,Mali,Bamako,Rioters (Mali),Police Forces of Mali (2013-2020),Muslim Group (Mali); M5-RFP: Movement of June 5 - Rally of Patriotic Forces,Military Forces of Mali (2013-2020)
